Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Max,Fwd Header Length,Bwd Header Length,Packet Length Mean,Average Packet Size,Label
123,0.06709634662369578,3,2,232.5,221.0,98,57.0,77.5,152.0,69.0,110.5,6758.937301659905,74.51970564123378,0.013419269324739155,0.04406444202755749,60,40,90.7,99.77000000000001,BENIGN
53,0.004773149085485705,1,0,90.0,0.0,131,49.0,90.0,0.0,0.0,0.0,18855.47641360584,209.50529348450934,0.004773149085485705,0.0034890752701359786,20,0,90.0,99.00000000000001,BENIGN
80,0.010531858866425312,3,2,370.5,190.0,184,63.0,123.5,148.0,42.0,95.0,53219.47503368349,474.7500003004772,0.0021063717732850624,0.005783541398641228,60,40,112.1,123.31,BENIGN
21,2.111125218880087,13,11,416.0,352.0,64,0.0,32.0,64.0,0.0,32.0,363.7870426309482,11.36834508221713,0.08796355078667029,0.4160571010064941,260,220,32.0,32.0,FTP-Patator
53,0.10078425736195797,2,1,306.0,177.0,253,53.0,153.0,299.0,55.0,177.0,4792.415131515502,29.76655361189753,0.033594752453985986,0.06375396727609091,40,20,161.0,177.10000000000002,BENIGN
80,4.881389407745483,4,44,888.0,15862.0,404,40.0,222.0,667.0,54.0,360.5,3431.4000791295502,9.8332658984011,0.10169561266136423,4.593382826812138,80,880,348.9583333333333,383.8541666666667,BENIGN
1017,0.0016062592926644854,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,622.5644916526435,0.0016062592926644854,0.0016062592926644854,20,0,0.0,0.0,PortScan
443,11.312940631932024,26,19,15652.0,9443.0,1150,54.0,602.0,954.0,40.0,497.0,2218.256138387803,3.9777456157581637,0.25139868070960053,10.434448135983324,520,380,557.6666666666666,613.4333333333334,BENIGN
80,0.10166215654837439,2,2,215.0,345.0,155,60.0,107.5,287.0,58.0,172.5,5508.441085779373,39.34600775556695,0.025415539137093598,0.05798273569914826,40,40,140.0,154.0,BENIGN
80,4.570710798500342,46,10,30406.0,1005.0,1322,0.0,661.0,161.0,40.0,100.5,6872.235279096197,12.251923709190635,0.08161983568750611,3.060659913017753,920,200,560.9107142857143,617.0017857142858,BENIGN
80,54.18571069124981,3028,5,1284452.873189947,875.0,918,376.0,424.1918339464819,350.0,0.0,175.0,23720.79016391878,55.974166644819604,0.01786538433605335,0.47471930781741556,60560,100,423.78103303328294,423.78103303328294,DoS Hulk
443,13.42850197625248,1853,2,778248.6528232708,0.0,1042,397.0,419.99387632124706,0.0,0.0,0.0,57954.98665447255,138.1390123247149,0.007239084623316701,0.15809918683861168,37060,40,419.54105273491683,419.54105273491683,DoS Hulk
80,4.030657273151931,8,43,5544.0,27756.5,1386,0.0,693.0,1251.0,40.0,645.5,8261.803905237362,12.653023202867988,0.07903249555199865,2.877402281435313,160,860,652.9509803921569,718.2460784313727,BENIGN
443,12.999380309155018,38,30,4389.0,4590.0,231,0.0,115.5,306.0,0.0,153.0,690.7252335464328,5.2310185857175,0.1911673574875738,8.92411270631954,760,600,132.0441176470588,145.2485294117647,BENIGN
123,0.0009215778071744981,1,0,57.0,0.0,72,42.0,57.0,0.0,0.0,0.0,61850.44773892566,1085.0955743671168,0.0009215778071744981,0.0005195476511142368,20,0,57.0,62.7,BENIGN
443,12.20410279297993,34,48,13515.0,30696.0,795,0.0,397.5,1225.0,54.0,639.5,3622.634187040046,6.719051895168256,0.14883052186560888,7.311755943978239,680,960,539.1585365853658,593.0743902439025,BENIGN
80,0.004273702446521043,1,0,59.0,0.0,78,40.0,59.0,0.0,0.0,0.0,13805.35981114648,233.98914934146578,0.004273702446521043,0.002827629856182938,20,0,59.0,64.9,BENIGN
123,0.004258379103103316,1,0,64.0,0.0,71,57.0,64.0,0.0,0.0,0.0,15029.192669426651,234.83113545979143,0.004258379103103316,0.003287707320148508,20,0,64.0,70.4,BENIGN
57241,0.09365579841672883,42,1,1372.4981859040536,0.0,93,20.0,32.6785282358108,0.0,0.0,0.0,14654.70594566943,459.12800624119524,0.0021780418236448567,0.08429021857505595,840,20,31.918562462884967,31.918562462884967,DDoS
443,2.4251947486433005,24,30,15072.0,20460.0,1202,54.0,628.0,1310.0,54.0,682.0,14651.194515358928,22.266253062855515,0.04491101386376482,1.8477967482617508,480,600,658.0,723.8000000000001,BENIGN
443,1.6253190201382373,23,33,16928.0,23182.5,1472,0.0,736.0,1351.0,54.0,702.5,24678.53972236694,34.45477429731738,0.02902355393103995,0.9421474619136181,460,660,716.2589285714286,787.8848214285715,BENIGN
80,15.500426516796658,30,45,22455.0,31927.5,1457,40.0,748.5,1379.0,40.0,709.5,3508.451844281171,4.838576533279784,0.20667235355728877,12.680165931089862,600,900,725.1,797.6100000000001,BENIGN
53,0.14409945187316972,2,1,335.0,147.0,276,59.0,167.5,226.0,68.0,147.0,3344.912098792965,20.818954971740446,0.048033150624389905,0.0841087973396277,40,20,160.66666666666666,176.73333333333335,BENIGN
8080,4.174180045608708,39,33,19675.5,10659.0,1009,0.0,504.5,606.0,40.0,323.0,7267.1757491419885,17.24889660084139,0.057974722855676494,3.0843739774356007,780,660,421.3125,463.44375,BENIGN
53,0.019147207351124254,1,2,172.5,180.0,281,64.0,172.5,113.0,67.0,90.0,18409.995438802333,156.68081224512622,0.006382402450374751,0.012320180873576907,20,40,117.5,129.25,BENIGN
53,0.0001275929526248831,1,0,84.0,0.0,128,40.0,84.0,0.0,0.0,0.0,658343.5704866537,7837.4234581744495,0.0001275929526248831,8.679118788766599e-05,20,0,84.0,92.4,BENIGN
53,0.0038971989731080665,1,0,86.0,0.0,116,56.0,86.0,0.0,0.0,0.0,22067.13093004176,256.59454569816,0.0038971989731080665,0.0020757009161990166,20,0,86.0,94.60000000000001,BENIGN
443,0.2134225540400026,39,19,28996.5,4322.5,1433,54.0,743.5,415.0,40.0,227.5,156117.520708495,271.7613434104478,0.003679699207586252,0.17567032763730153,780,380,574.4655172413793,631.9120689655173,BENIGN
443,3.94510869864499,45,16,31882.5,12240.0,1363,54.0,708.5,1490.0,40.0,765.0,11184.102484971978,15.462184862219743,0.06467391309254082,3.082495680997622,900,320,723.3196721311475,795.6516393442623,BENIGN
80,2.7237942433411964,4,8,2286.0,4908.0,1089,54.0,571.5,1187.0,40.0,613.5,2641.1686630100726,4.405619120950914,0.22698285361176637,2.5546114842095498,80,160,599.5,659.45,BENIGN
3306,7.236986835390532,43,34,18189.0,23120.0,846,0.0,423.0,1306.0,54.0,680.0,5708.038571797517,10.639787214127884,0.09398684201805886,5.580602353843515,860,680,536.4805194805194,590.1285714285714,BENIGN
34027,0.07183815932829936,13,0,299.4294238765489,0.0,51,20.0,23.03303260588838,0.0,0.0,0.0,4168.1110245066375,180.96232032602876,0.005526012256023028,0.06465434339546942,260,0,23.03303260588838,23.03303260588838,DDoS
80,57.35510888483737,2433,5,765550.7212183842,0.0,659,249.0,314.65298858133343,0.0,0.0,0.0,13347.559373577762,42.50711135245564,0.023525475342427143,0.4631000957323369,48660,100,314.0076789246859,314.0076789246859,DoS Hulk
443,1.0128793581784876,7,17,2723.0,6026.5,724,54.0,389.0,669.0,40.0,354.5,8638.244949264905,23.694825850889508,0.04220330659077032,0.6665269854769716,140,340,364.5625,401.01875,BENIGN
51030,0.00197361747705788,31,1,983.6628470697331,0.0,89,0.0,31.731059582894616,0.0,0.0,0.0,498406.0277658786,16213.881551000037,6.167554615805876e-05,0.0017762557293520922,620,20,30.739463970929158,30.739463970929158,DDoS
14669,0.07712371924440174,15,0,463.41720894154054,0.0,64,40.0,30.894480596102703,0.0,0.0,0.0,6008.750790051909,194.49269494467256,0.005141581282960116,0.06941134731996157,300,0,30.894480596102703,30.894480596102703,DDoS
974,0.0019629555571668653,2,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1528.307652736622,0.0006543185190556218,0.0019629555571668653,40,20,0.0,0.0,PortScan
443,33.7252912342434,4133,7,1969555.9536668102,0.0,777,301.0,476.5439036212945,0.0,0.0,0.0,58399.968735243914,122.75653814951785,0.008146205612136087,0.43983280232606314,82660,140,475.73815305961597,475.73815305961597,DoS Hulk
41973,0.08581237457480823,25,2,803.5558428687399,0.0,42,40.0,32.142233714749594,0.0,0.0,0.0,9364.102168833797,314.63993548462344,0.0031782360953632677,0.0772311371173274,500,40,29.761327513657033,29.761327513657033,DDoS
22,0.7740852830402946,22,19,1628.0,1216.0,128,20.0,74.0,128.0,0.0,64.0,3674.013784152976,52.965740207549935,0.01888012885464133,0.3386880564807657,440,380,69.36585365853658,69.36585365853658,SSH-Patator
53,0.004976672408939951,1,0,63.5,0.0,82,45.0,63.5,0.0,0.0,0.0,12759.529818746041,200.93747746056758,0.004976672408939951,0.004137849725819638,20,0,63.5,69.85000000000001,BENIGN
443,0.3095914255941174,37,32,18629.5,11072.0,967,40.0,503.5,692.0,0.0,346.0,95937.73452543694,222.87438958487448,0.004486832254987209,0.19489057975312626,740,640,430.45652173913044,473.5021739130435,BENIGN
123,0.04819144060008399,3,1,330.0,95.0,152,68.0,110.0,141.0,49.0,95.0,8818.993470787824,83.00229148976776,0.012047860150020998,0.03166582284291775,60,20,106.25,116.87500000000001,BENIGN
443,27.45788584148262,3803,4,1320870.307261179,0.0,861,311.0,347.32324671606074,0.0,0.0,0.0,48105.317171420545,138.64869356578387,0.007212473296948417,0.43927612287593454,76060,80,346.9583155401048,346.9583155401048,DoS Hulk
443,9.837359716140938,38,21,9082.0,6877.5,438,40.0,239.0,655.0,0.0,327.5,1622.3357141056842,5.997544229595875,0.16673491044306674,8.869412343635917,760,420,270.5,297.55,BENIGN
8080,6.856594572144986,33,28,15807.0,5922.0,958,0.0,479.0,383.0,40.0,211.5,3169.0658928959247,8.896544685289308,0.11240318970729485,6.360845771982015,660,560,356.21311475409834,391.8344262295082,BENIGN
22,0.8617531514387253,12,15,504.0,630.0,64,20.0,42.0,64.0,20.0,42.0,1315.922080594367,31.33147810938969,0.031916783386619456,0.26290427490631735,240,300,42.0,42.0,SSH-Patator
123,0.048065751099994905,2,1,293.0,102.5,238,55.0,146.5,162.0,43.0,102.5,8228.3120714625,62.41450370262326,0.016021917033331636,0.02718405142344384,40,20,131.83333333333334,145.01666666666668,BENIGN
80,3.9009074555630154,21,15,17671.092457864463,5823.446331971811,2303,218.0,841.4805932316411,825.0,40.0,388.2297554647874,6022.839315588256,9.228621906592794,0.10835854043230599,3.1207259644504126,420,300,652.6260774954521,652.6260774954521,Web Attack
53,0.06458417417650691,2,2,312.0,328.0,270,42.0,156.0,263.0,65.0,164.0,9909.548401918033,61.93467751198771,0.01614604354412673,0.03650791838850662,40,40,160.0,176.0,BENIGN
443,0.5947746158309273,37,8,4384.5,2136.0,183,54.0,118.5,480.0,54.0,267.0,10962.976271088106,75.65891146368604,0.013217213685131717,0.39593603508018427,740,160,144.9,159.39000000000001,BENIGN
80,14.265557242261071,1614,1,760232.2035513326,30.0,780,264.0,471.023670106154,60.0,0.0,30.0,53293.55107833363,113.2097381527891,0.008833162379109022,0.489425952118839,32280,20,470.75059043426165,470.75059043426165,DoS Hulk
53,0.00017064132439343344,1,0,78.0,0.0,105,51.0,78.0,0.0,0.0,0.0,457099.1245951767,5860.24518711765,0.00017064132439343344,0.00013269525835549905,20,0,78.0,85.80000000000001,BENIGN
27023,0.01832476506606479,49,1,2223.2594591989073,0.0,58,0.0,45.372642024467496,0.0,0.0,0.0,121325.4004176081,2728.5479415282575,0.00036649530132129576,0.01649228855945831,980,20,44.46518918397815,44.46518918397815,DDoS
21,2.7240528980104965,14,19,588.0,304.0,64,20.0,42.0,32.0,0.0,16.0,327.4532593149969,12.1143021943889,0.08254705751546959,0.3285817646306069,280,380,27.03030303030303,27.03030303030303,FTP-Patator
443,0.07747240482083849,3,1,198.0,96.0,87,45.0,66.0,132.0,60.0,96.0,3794.8996249683996,51.63128741453605,0.019368101205209622,0.04999355305176292,60,20,73.5,80.85000000000001,BENIGN
443,2.996361176289595,42,34,22932.0,15878.0,1038,54.0,546.0,894.0,40.0,467.0,12952.377139013182,25.364098494331405,0.03942580495117889,2.5586524171917913,840,680,510.6578947368421,561.7236842105264,BENIGN
443,1.4482800736070358,29,12,18487.5,7362.0,1221,54.0,637.5,1227.0,0.0,613.5,17848.412383124305,28.309441486608893,0.03532390423431794,0.9723190775247207,580,240,630.4756097560976,693.5231707317074,BENIGN
4,0.0014819055588869842,1,0,20.0,0.0,40,0.0,20.0,0.0,0.0,0.0,13496.136700520521,674.806835026026,0.0014819055588869842,0.0014819055588869842,20,0,20.0,20.0,PortScan
80,56.31960012356339,1789,1,622250.2208917046,0.0,1138,365.0,347.8201346515956,0.0,0.0,0.0,11048.55537906,31.782896115611575,0.031463463756180664,0.1556951396970222,35780,20,347.62582172720926,347.62582172720926,DoS Hulk
32202,0.021216396201011033,49,1,2182.166215364675,0.0,68,20.0,44.53400439519744,0.0,0.0,0.0,102852.8216898913,2356.667905627504,0.00042432792402022064,0.01909475658090993,980,20,43.6433243072935,43.6433243072935,DDoS
22,0.8454911403124017,12,8,504.0,592.0,64,20.0,42.0,128.0,20.0,74.0,1296.287977180976,23.654890094543358,0.042274557015620086,0.9439666738205958,240,160,54.8,54.8,SSH-Patator
443,0.5731676139194498,15,13,6082.5,4062.5,811,0.0,405.5,625.0,0.0,312.5,17699.883513351695,48.8513295587824,0.020470271925694637,0.47744032601912445,300,260,362.32142857142856,398.55357142857144,BENIGN
53,0.1174386011768167,3,2,427.5,233.0,235,50.0,142.5,188.0,45.0,116.5,5624.215491170103,42.575438994474666,0.02348772023536334,0.06523790099412974,60,40,132.1,145.31,BENIGN
5059,0.012733747639663187,13,1,547.046994344774,0.0,50,20.0,42.08053802652108,0.0,0.0,0.0,42960.40802951264,1099.4406671287154,0.0009095534028330848,0.011460372875696869,260,20,39.074785310341,39.074785310341,DDoS
53,0.05829868093499588,2,1,144.0,169.5,91,53.0,72.0,270.0,69.0,169.5,5377.480158591553,51.45914027360338,0.019432893644998627,0.05497432906571749,40,20,104.5,114.95,BENIGN
686,0.0005166699305066307,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1935.4716443812215,0.0005166699305066307,0.0005166699305066307,20,0,0.0,0.0,PortScan
3306,3.8514052225202624,45,41,20497.5,29048.5,911,0.0,455.5,1417.0,0.0,708.5,12864.3954965555,22.32951222507918,0.044783781657212356,2.0222235874609034,900,820,576.1162790697674,633.7279069767442,BENIGN
22,2.5414110513776933,10,24,420.0,768.0,64,20.0,42.0,64.0,0.0,32.0,467.45684817730995,13.378394644805166,0.0747473838640498,0.346191154293406,200,480,34.94117647058823,34.94117647058823,SSH-Patator
80,0.14878063630200855,36,17,20484.0,7590.5,1138,0.0,569.0,893.0,0.0,446.5,188697.2706785029,356.22915264601875,0.0028071818170190294,0.13723311776536687,720,340,529.7075471698113,582.6783018867925,BENIGN
80,13.18628916465349,46,37,30705.0,23439.5,1335,0.0,667.5,1227.0,40.0,633.5,4106.121087131704,6.294416796386179,0.1588709537910059,9.761316295230673,920,740,652.343373493976,717.5777108433736,BENIGN
80,48.73960456484297,1362,2,544419.153739276,0.0,872,228.0,399.7203771947694,0.0,0.0,0.0,11169.954262041314,27.985454789345695,0.035732847921439125,0.4052928131435275,27240,40,399.13427693495305,399.13427693495305,DoS Hulk
443,40.104018703153464,20,33,12160.0,17605.5,1176,40.0,608.0,1013.0,54.0,533.5,742.2074136839427,1.3215633174396184,0.7566795981727069,37.77965124442902,400,660,561.6132075471698,617.7745283018869,BENIGN
30184,0.04802034413658978,41,1,1252.762939624654,0.0,73,0.0,30.555193649381806,0.0,0.0,0.0,26088.17079821995,874.6293004592924,0.0011433415270616614,0.0432183097229308,820,20,29.82768903868224,29.82768903868224,DDoS
21,0.6494910212080838,27,10,432.0,160.0,32,0.0,16.0,32.0,0.0,16.0,911.482962303085,56.96768514394281,0.017553811384002263,0.48056885121263626,540,200,16.0,16.0,FTP-Patator
5003,0.024496385951666772,33,0,722.3095407790396,0.0,70,0.0,21.88816790239514,0.0,0.0,0.0,29486.371671487013,1347.1374946945848,0.000742314725808084,0.022046747356500095,660,0,21.88816790239514,21.88816790239514,DDoS
123,0.1051521964149658,3,2,283.5,341.0,142,47.0,94.5,287.0,54.0,170.5,5939.010513251799,47.550124205378694,0.02103043928299316,0.07416978835586767,60,40,124.9,137.39000000000001,BENIGN
443,50.744386895305134,3716,7,1243003.1863469253,0.0,1149,244.0,334.5003192537474,0.0,0.0,0.0,24495.38288661298,73.36772060486658,0.013629972306018033,0.36720686088126786,74320,140,333.87139036984297,333.87139036984297,DoS Hulk
830,0.0009583102196725899,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2087.0068574279708,0.00047915510983629494,0.0009583102196725899,20,20,0.0,0.0,PortScan
443,8.286460254955824,8,35,5252.0,23100.0,1313,0.0,656.5,1266.0,54.0,660.0,3421.4850645115594,5.189187985821002,0.19270837802222845,5.852999354322299,160,700,659.3488372093024,725.2837209302327,BENIGN
80,4.496530058875276,10,6,2245.0,4371.0,395,54.0,224.5,1417.0,40.0,728.5,1471.3567825353023,3.5582993531688087,0.28103312867970476,2.8510005912169363,200,120,413.5,454.85,BENIGN
59864,0.005781945094898275,11,0,354.99375385942426,0.0,85,40.0,32.272159441765844,0.0,0.0,0.0,61396.94307589579,1902.473963252591,0.0005256313722634795,0.0052037505854084475,220,0,32.272159441765844,32.272159441765844,DDoS
443,42.293775611996914,3411,5,1660275.0315831483,0.0,1052,312.0,486.74143406131583,0.0,0.0,0.0,39255.77718136378,80.76838614122283,0.012381081853629072,0.46550728764919935,68220,100,486.0289905102893,486.0289905102893,DoS Hulk
53,0.0008623358383928553,1,0,87.0,0.0,120,54.0,87.0,0.0,0.0,0.0,100888.7676083866,1159.6410069929493,0.0008623358383928553,0.0006459096506936838,20,0,87.0,95.7,BENIGN
53,0.0036786901553555037,1,0,55.0,0.0,65,45.0,55.0,0.0,0.0,0.0,14950.97376437915,271.8358866250755,0.0036786901553555037,0.002483076410804332,20,0,55.0,60.50000000000001,BENIGN
443,16.37677439414022,4384,1,2012591.7825567133,0.0,817,293.0,459.0765927364766,0.0,0.0,0.0,122893.05171577862,267.757245380934,0.0037347262016283285,0.3157206987776885,87680,20,458.97190024098364,458.97190024098364,DoS Hulk
80,0.055555852268212844,1,2,115.5,170.0,186,45.0,115.5,115.0,55.0,85.0,5138.972553632362,53.99971159683743,0.018518617422737613,0.03311342975921902,20,40,95.16666666666667,104.68333333333335,BENIGN
443,0.8871960237796475,17,17,10676.0,8007.0,1256,0.0,628.0,942.0,0.0,471.0,21058.480312396317,38.322985099902304,0.026094000699401397,0.611137393788084,340,340,549.5,604.45,BENIGN
53,0.0038287657252658123,1,0,75.0,0.0,101,49.0,75.0,0.0,0.0,0.0,19588.55813639345,261.18077515191266,0.0038287657252658123,0.0028261846975709496,20,0,75.0,82.5,BENIGN
53,0.1288479596264146,3,1,508.5,150.0,274,65.0,169.5,253.0,47.0,150.0,5110.674642495492,31.04434103262258,0.03221198990660365,0.09627899421065864,60,20,164.625,181.0875,BENIGN
53,0.018306406174111424,3,2,333.0,305.0,180,42.0,111.0,265.0,40.0,152.5,34851.1878263822,273.1284312412398,0.0036612812348222846,0.010978632319932844,60,40,127.6,140.36,BENIGN
443,38.17227723876286,677,9,238896.59977798193,270.0,1070,374.0,352.87533202065276,60.0,0.0,30.0,6265.452759918527,17.971157332562452,0.05564471900694294,0.46261587558652784,13540,180,348.6393582769416,348.6393582769416,DoS Hulk
842,0.000984997129422439,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1015.231385076582,0.000984997129422439,0.000984997129422439,20,0,0.0,0.0,PortScan
80,4.618950269510896,32,42,17744.0,8421.0,1055,54.0,554.5,361.0,40.0,200.5,5664.707016378124,16.02095620913362,0.06241824688528238,4.067938978557911,640,840,353.5810810810811,388.9391891891892,BENIGN
80,6.180544170979636,17,36,2048.5,14940.0,201,40.0,120.5,830.0,0.0,415.0,2748.706186709004,8.57529669456263,0.11661404096187993,3.434317235246708,340,720,320.5377358490566,352.5915094339623,BENIGN
3306,0.24665207531680833,22,27,9779.0,8599.5,835,54.0,444.5,637.0,0.0,318.5,74511.84011484204,198.66040023001116,0.005033715822792007,0.19783427727770433,440,540,375.07142857142856,412.5785714285714,BENIGN
443,0.11735193157355403,27,6,5656.5,2451.0,379,40.0,209.5,763.0,54.0,408.5,69087.06053055776,281.20542676637757,0.0035561191385925462,0.09915689162032477,540,120,245.6818181818182,270.25,BENIGN
8080,8.85005728943647,12,25,10559.847261203242,2554.522203741067,1602,248.0,879.9872717669368,288.0,40.0,102.18088814964268,1481.8400645380873,4.180763896767496,0.23919073755233705,7.080045831549177,240,500,354.4424179714678,354.4424179714678,Web Attack
37580,0.09582873818954636,40,0,1635.6640333053963,0.0,80,20.0,40.89160083263491,0.0,0.0,0.0,17068.617037094886,417.41131893943134,0.002395718454738659,0.08624586437059173,800,0,40.89160083263491,40.89160083263491,DDoS
53,0.1402649073398641,2,1,280.0,92.5,229,51.0,140.0,132.0,53.0,92.5,2655.6892031263856,21.38810096477626,0.04675496911328803,0.09346188932846823,40,20,124.16666666666667,136.58333333333334,BENIGN
443,0.9898907755974968,31,40,11795.5,16020.0,721,40.0,380.5,801.0,0.0,400.5,28099.564806238952,71.7250849793448,0.013942123599964744,0.6642773308900312,620,800,391.7676056338028,430.9443661971831,BENIGN
43155,0.023211361056464503,33,0,685.1982699840185,0.0,76,40.0,20.76358393890965,0.0,0.0,0.0,29519.952247401132,1421.7175769970327,0.0007033745774686213,0.02089022495081805,660,0,20.76358393890965,20.76358393890965,DDoS
80,0.42403461773743145,21,6,12957.0,1716.0,1180,54.0,617.0,518.0,54.0,286.0,34603.30686747312,63.67404657682643,0.01570498584212709,0.24323555965706317,420,120,543.4444444444445,597.788888888889,BENIGN
53,0.021235239368756206,1,1,87.5,101.0,126,49.0,87.5,151.0,51.0,101.0,8876.75418800993,94.18306830779767,0.010617619684378103,0.015488253612434461,20,20,94.25,103.67500000000001,BENIGN
443,56.67057079827838,1475,7,559189.1593271622,0.0,1172,378.0,379.111294459093,0.0,0.0,0.0,9867.364161861417,26.151139456054715,0.038239251550795134,0.3185888281214655,29500,140,377.32062032871943,377.32062032871943,DoS Hulk
53,0.0878386371883204,1,2,178.0,215.0,291,65.0,178.0,163.0,52.0,107.5,4474.113130391962,34.15353534650353,0.029279545729440134,0.07564569677734373,20,40,131.0,144.10000000000002,BENIGN
80,45.86201886912017,618,7,266237.0891186444,0.0,775,257.0,430.8043513246674,0.0,0.0,0.0,5805.175953514495,13.627834434929884,0.07337923019059227,0.1272736034931441,12360,140,425.97934258983105,425.97934258983105,DoS Hulk
43731,0.011510637643068661,43,1,1165.78270667956,0.0,44,40.0,27.111225736733957,0.0,0.0,0.0,101278.72519569384,3822.551049245773,0.00026160540097883324,0.010359573878761796,860,20,26.495061515444547,26.495061515444547,DDoS
443,2.8237649446553985,15,28,5902.5,16478.0,787,0.0,393.5,1123.0,54.0,588.5,7925.765932592959,15.227896387547071,0.06566895220128834,2.1963129543556823,300,560,520.4767441860465,572.5244186046513,BENIGN
123,0.0884693920932311,2,1,316.0,157.0,270,46.0,158.0,268.0,46.0,157.0,5346.481860093959,33.91003293928515,0.029489797364410365,0.04461068862650233,40,20,157.66666666666666,173.43333333333334,BENIGN
3306,3.253402258634378,27,34,9045.0,4981.0,616,54.0,335.0,239.0,54.0,146.5,4311.17915492179,18.74960276987232,0.05333446325630128,1.7412857508936368,540,680,229.9344262295082,252.92786885245906,BENIGN
30235,0.030206471990996166,49,0,1939.1615705479908,0.0,55,40.0,39.57472592955083,40.0,0.0,4.0,64196.890359324614,1622.168918455811,0.0006164586120611462,0.02718582479189655,980,0,39.57472592955083,39.57472592955083,DDoS
53,0.004553146490301477,1,0,119.5,0.0,195,44.0,119.5,0.0,0.0,0.0,26245.586487178356,219.6283388048398,0.004553146490301477,0.003422000270842204,20,0,119.5,131.45000000000002,BENIGN
123,0.008072345102745033,3,1,478.5,168.0,252,67.0,159.5,293.0,43.0,168.0,80088.25090742901,495.5189537969312,0.002018086275686258,0.0066544862453947334,60,20,161.625,177.78750000000002,BENIGN
443,3.2469243332614552,47,13,19951.5,4062.5,795,54.0,424.5,585.0,40.0,312.5,7395.922274504786,18.479026254280303,0.054115405554357586,2.6690390412270384,940,260,400.23333333333335,440.2566666666667,BENIGN
80,4.138638009312227,31,37,23033.0,20257.5,1486,0.0,743.0,1095.0,0.0,547.5,10460.083704492476,16.43052614096599,0.06086232366635628,2.1767604741201017,620,740,636.625,700.2875,BENIGN
53,0.0007034333703867351,1,0,61.5,0.0,76,47.0,61.5,0.0,0.0,0.0,87428.32312062249,1421.598749928821,0.0007034333703867351,0.00046739228462057647,20,0,61.5,67.65,BENIGN
80,0.3108816014568953,24,4,10452.0,1146.0,871,0.0,435.5,573.0,0.0,286.5,37306.807304285256,90.06644287980576,0.011102914337746262,0.15934418436537715,480,80,414.2142857142857,455.63571428571436,BENIGN
80,31.698932679573605,4555,8,1470586.537319345,0.0,933,391.0,322.8510510031493,0.0,0.0,0.0,46392.30450389809,143.94806431259877,0.006946949962650363,0.2796838148474328,91100,160,322.2850180406191,322.2850180406191,DoS Hulk
443,16.322127999814164,4631,1,1682270.6402306561,0.0,661,303.0,363.262932461813,0.0,0.0,0.0,103066.86972739153,283.7865258777984,0.003523775474916702,0.22494421779029558,92620,20,363.18450782181696,363.18450782181696,DoS Hulk
53,0.049664045841282756,2,1,215.0,153.5,165,50.0,107.5,266.0,41.0,153.5,7419.854620335582,60.40587207871573,0.016554681947094252,0.0255140439012803,40,20,122.83333333333333,135.11666666666667,BENIGN
443,2.773120324834829,42,47,31059.0,33981.0,1425,54.0,739.5,1392.0,54.0,723.0,23453.724462487535,32.093811149467875,0.031158655335222794,1.8596087991122368,840,940,730.7865168539325,803.8651685393259,BENIGN
80,1.6563408450940895,33,36,4174.5,25974.0,199,54.0,126.5,1403.0,40.0,721.5,18201.869554383535,41.65809241761493,0.024004939783972314,0.890631168225026,660,720,436.9347826086956,480.6282608695652,BENIGN
443,49.39862646468824,1093,6,372806.85996757704,180.0,726,298.0,341.08587371233034,60.0,0.0,30.0,7550.551233123866,22.24758214250352,0.04494870469944335,0.10027413516778538,21860,120,339.3874976957025,339.3874976957025,DoS Hulk
443,19.178859407262145,2769,1,843456.955043062,30.0,604,344.0,304.6070621318389,60.0,0.0,30.0,43980.0374533051,144.4298610871056,0.0069237759593004135,0.20608071103761805,55380,20,304.5079260083256,304.5079260083256,DoS Hulk
443,0.0031420870732262103,1,0,115.0,0.0,184,46.0,115.0,0.0,0.0,0.0,36599.87687162377,318.259798883685,0.0031420870732262103,0.0017323760654089618,20,0,115.0,126.50000000000001,BENIGN
80,1.5774639568710944,11,24,6633.0,17004.0,1206,0.0,603.0,1363.0,54.0,708.5,14984.177544623002,22.187511700376742,0.04507039876774555,1.4298340929427409,220,480,675.3428571428572,742.877142857143,BENIGN
443,14.772691692217734,880,8,379632.6324095428,0.0,1089,278.0,431.4007186472077,0.0,0.0,0.0,25698.270858081578,60.11091400951657,0.016635914067812764,0.2581284836554869,17600,160,427.5142256864221,427.5142256864221,DoS Hulk
22,1.2693330610510587,18,19,468.0,1406.0,32,20.0,26.0,128.0,20.0,74.0,1476.3658629109154,29.149165916597585,0.03430629894732591,0.26818575515945575,360,380,50.648648648648646,50.648648648648646,SSH-Patator
